date,T10Y2Y_level,T10Y2Y_1m_chg,T10Y2Y_3m_chg,T10Y2Y_12m_chg,T10Y2Y_inv,T10Y3M_level,T10Y3M_1m_chg,T10Y3M_3m_chg,T10Y3M_12m_chg,T10Y3M_inv,DGS10_level,DGS10_1m_chg,DGS10_3m_chg,DGS2_level,DGS2_1m_chg,DGS2_3m_chg,YIELD_SLOPE_level,YIELD_SLOPE_3m_chg,MONTHS_SINCE_INVERSION,HY_level,HY_1m_chg,HY_3m_chg,HY_12m_chg,BBB_level,BBB_1m_chg,BBB_3m_chg,BBB_12m_chg,CREDIT_DIFF_level,CREDIT_DIFF_3m_chg,NFCI_level,NFCI_1m_chg,NFCI_3m_chg,STLFSI_level,STLFSI_1m_chg,STLFSI_3m_chg,ICSA_ma3,ICSA_mom,ICSA_yoy,ICSA_3m_chg,ICSA_accel,CCSA_ma3,CCSA_mom,CCSA_yoy,UNRATE_level,UNRATE_mom,UNRATE_yoy,SAHM_computed,SAHM_triggered,SAHM_realtime,SAHM_realtime_triggered,INDPRO_mom,INDPRO_yoy,INDPRO_ma3mom,INDPRO_accel,IPMAN_mom,IPMAN_yoy,IPMAN_ma3mom,IPMAN_accel,PERMIT_mom,PERMIT_yoy,PERMIT_ma3mom,PERMIT_accel,HOUST_mom,HOUST_yoy,HOUST_ma3mom,HOUST_accel,DGORDER_mom,DGORDER_yoy,DGORDER_ma3mom,DGORDER_accel,RETAIL_mom,RETAIL_yoy,RETAIL_ma3mom,RETAIL_accel,UMCSENT_level,UMCSENT_1m_chg,UMCSENT_3m_chg,UMCSENT_yoy,UMCSENT_ma3,EPU_level,EPU_1m_chg,EPU_3m_chg,EPU_yoy,EPU_ma3,REAL_M2_yoy,REAL_M2_mom,CPI_yoy,DELINQ_level,DELINQ_3m_chg,DELINQ_6m_chg,GTRENDS_level,GTRENDS_1m_chg,GTRENDS_3m_chg,GT_unemp_benefits,GT_recession,GT_bankruptcy,GT_job_loss,GT_foreclosure,SP500_bear,SP500_below_ma6,SP500_below_ma12,SP500_ma_cross,VIX_level,VIX_1m_chg,VIX_3m_chg,VIX_ma3,VIX_above20,VIX_above30,VIX_spike,NASDAQ_ret_1m,NASDAQ_ret_3m,NASDAQ_ret_6m,NASDAQ_ret_12m,NASDAQ_drawdown,EQUITY_STRESS,COMPOSITE_STRESS
2001-01-01,-0.0004141587932933173,0.0013538775293890249,0.11104513630572128,-0.002707319113306641,0.0,0.0013996976343881426,0.002662972938567398,-0.0001516995099580384,-0.039659331044983745,0.0,-0.0045875384261027975,0.000616994101837894,0.0008949861238218423,-0.02257641493366592,0.000525487594399766,-0.0009900607697354716,-0.0004101234049036528,0.0009427705943060703,0.04954259867354978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254979128825755,-0.0022647131256032004,0.0,0.0,0.0,0.0,-0.025040974177715676,1.1855307454590616,0.04318980355389753,1.5419973549204598,0.0,-0.01728397708561636,0.43351238400833497,-0.0016980395143260409,0.0,-0.0027419263838952468,-0.010477891825921654,-0.0061476050080271774,0.0,-0.0013665239793879459,0.0,0.0,-0.45688135129392876,-0.0037475281776161336,0.0003872758755572698,0.0005114288231642467,-0.00023677466147342267,0.009044871183351183,0.0,0.0,-0.027841999862987927,-0.0132678124143669,7.604406815929499e-05,0.0,-0.005945440328230823,0.0,0.0,-0.001329714244108637,-0.0001371698375926686,0.0,0.0,0.0,0.0,0.0,0.0,-0.7743965808971229,0.0,0.015112190932159136,0.008784822230374306,-0.11763030842711053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6627593286733878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010240694589444932,-0.006759372862715087,-0.0007850431557158111,0.04460724740992256,0.0,0.0,-0.0024349538143066504,-0.0001954437989305566,0.011829741668397321,0.1490825695164275,0.08471570257515941,0.10381074773923123,0.010690111889350077,0.0
2001-02-01,-0.0004141587932933173,0.0008147726890656991,0.11101946464665827,0.002942738166637653,0.0,0.0013996976343881426,-0.0004841768979213452,-0.0001516995099580384,-0.039659331044983745,0.0,-0.004523442643583153,0.0008362179196927668,0.0008949861238218423,-0.025648485170906545,-7.165739923633172e-05,-0.0010184962456229049,-0.0004101234049036528,0.0009427705943060703,0.04954259867354978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2641695667685077,-0.0022647131256032004,0.0,0.0,0.0,0.0,-0.022210207587611476,1.0235697722205583,0.04450323442869768,1.7609432392119058,0.0,-0.01728397708561636,0.4086301884036353,-0.0015498670356928676,0.0,0.07146988649307635,-0.010297168911516663,-0.0047206561956236615,0.0,0.004919486325796606,0.0,0.0,-0.45367915385202795,0.0025791874301842772,-0.00022130050031843987,0.0005114288231642467,-0.00023677466147342267,0.009044871183351183,0.0,0.0,-0.02759228160597535,-0.0132678124143669,0.00753854890113912,0.0,-0.005945440328230823,0.0,0.0,-0.001329714244108637,-0.0001371698375926686,0.0,0.0,0.0,0.0,0.0,0.0,-0.7604736096834495,0.0,0.015112190932159136,0.008784822230374306,-0.11763030842711053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6604519846206706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010240694589444932,-0.006759372862715087,-0.0007850431557158111,0.046047489042900625,0.0,0.0,-0.0024349538143066504,-0.0001954437989305566,0.011829741668397321,0.14243700876065274,0.08761036832051286,0.10551881636215103,0.010690111889350077,0.0
2001-03-01,-0.00035159647916680885,0.0008147726890656991,0.11523199379784317,0.002942738166637653,0.0,0.0013996976343881426,0.002662972938567398,-0.0001516995099580384,-0.039659331044983745,0.0,-0.0045875384261027975,0.000616994101837894,-0.0005978685968157965,-0.025779767559842244,-7.165739923633172e-05,-0.0009259097672767839,-0.0004101234049036528,0.0009427705943060703,0.04954259867354978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2623538119724983,-0.0022647131256032004,0.0,0.0,0.0,0.0,-0.022210207587611476,1.1877206684584536,0.04022814296338627,1.5380333924271248,0.0,-0.004854961611494389,0.47365297004300944,0.00884294150984575,0.0,-0.0027419263838952468,-0.010477891825921654,-0.005834021603520835,0.0,0.004919486325796606,0.0,0.0,-0.45684122109140446,0.0032573878528456435,0.0003872758755572698,0.0005114288231642467,-0.00023677466147342267,0.009044871183351183,0.0,0.0,-0.02759228160597535,-0.0132678124143669,-0.0035624300203241466,0.0,-0.005945440328230823,0.0,0.0,0.014035872576702274,-0.00023461936478734062,0.0,0.0,0.0,0.0,0.0,0.0,-0.7419534215997095,0.0,0.015112190932159136,0.008784822230374306,-0.10910521923667055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6607562728086085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14887982207267658,-0.006759372862715087,-0.0007850431557158111,0.04460724740992256,0.0,0.0,-0.0024349538143066504,0.008013195756152811,0.011829741668397321,0.150008192388308,0.08761036832051286,0.11164633768569145,0.010690111889350077,0.0
2001-04-01,-0.0004141587932933173,0.0013538775293890249,-0.0029363086459811526,0.002942738166637653,0.0,0.0013996976343881426,0.002662972938567398,-0.0001516995099580384,-0.039659331044983745,0.0,-0.004523442643583153,0.0008362179196927668,-0.0005978685968157965,-0.025648485170906545,-7.165739923633172e-05,-0.0009259097672767839,-0.0004101234049036528,0.0009427705943060703,0.038700602760270694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2640327132861656,-0.0022647131256032004,0.0,0.0,0.0,0.0,-0.019876663833439036,1.0284901196240532,0.04858381645005628,1.755045036467424,0.0,0.0051633614028932075,0.46808338432380675,0.00884294150984575,0.0,-0.0004689048712660951,0.014169682160628968,-0.0047206561956236615,0.0,0.004919486325796606,0.0,0.0,-0.4550974306509296,0.0032573878528456435,-0.00022130050031843987,0.0005114288231642467,-0.00023677466147342267,0.009044871183351183,0.0,0.0,-0.02759228160597535,-0.0132678124143669,7.604406815929499e-05,0.0,-0.005945440328230823,0.0,0.0,-0.001329714244108637,-0.00023461936478734062,0.0,0.0,0.0,0.0,0.0,0.0,-0.7582377476058395,0.0,0.015112190932159136,0.008784822230374306,-0.10910521923667055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6604519846206706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14887982207267658,-0.006759372862715087,-0.0007850431557158111,0.046047489042900625,0.0,0.0,-0.0024349538143066504,-0.0001954437989305566,0.011829741668397321,0.15031248057624588,0.09635957561154336,0.11164633768569145,0.010690111889350077,0.0
2001-05-01,-0.00035159647916680885,0.0008147726890656991,0.11523199379784317,0.002942738166637653,0.0,0.0013996976343881426,0.002662972938567398,-0.0001516995099580384,0.09359602126616164,0.0,-0.004523442643583153,0.0005941609992923331,-0.0007673865509786859,-0.02244513254473022,-7.165739923633172e-05,-0.0014755743269741497,-0.0004101234049036528,0.0009427705943060703,0.038700602760270694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26439108213546586,-0.0022647131256032004,0.0,0.0,0.0,0.0,-0.020178101152548995,0.09333053290809126,0.04430872498474487,1.9702175144771228,0.0,0.012591021217496102,0.5157720822606848,0.018650698612535117,0.0,-0.0004689048712660951,0.013970136178195515,-0.00854005074938154,0.0,0.004919486325796606,0.0,0.0,-0.4554190284981427,0.0032573878528456435,0.0003872758755572698,0.0004898016705791276,-0.00023677466147342267,0.009044871183351183,0.0,0.0,-0.027450573520831804,-0.012747200126391944,0.0001617772150128439,0.0,-0.005945440328230823,0.0,0.0,-0.002876893067247323,-0.00040301075500947625,0.0,0.0,0.0,0.0,0.0,0.0,-0.7483088577155312,0.0,0.015112190932159136,0.008784822230374306,-0.11951379914137432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6513328747725602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010240694589444932,-0.006759372862715087,-0.0007850431557158111,0.046377361632146036,0.0,0.0,-0.0024349538143066504,-0.0001954437989305566,0.011829741668397321,0.1401992088395256,0.10384870869145435,0.13363799170588195,0.010690111889350077,0.0
2001-06-01,-0.00035159647916680885,0.0008147726890656991,0.11523199379784317,0.002942738166637653,0.0,0.0013996976343881426,-0.0004841768979213452,-0.0001516995099580384,0.09359602126616164,0.0,-0.0045875384261027975,-0.00012501215882885589,-0.0009040838570650035,-0.02257641493366592,-7.165739923633172e-05,-0.0013566684065902557,-0.0004101234049036528,0.0009427705943060703,0.038700602760270694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2746368755241046,-0.0022647131256032004,0.0,0.0,0.0,0.0,-0.020178101152548995,0.06609177203169081,0.04430872498474487,1.5352096220742353,0.0,0.012591021217496102,0.5091617859768587,0.018650698612535117,0.0,-0.0027419263838952468,0.013377266888857882,-0.01220649631101455,0.0,0.004919486325796606,0.0,0.0,-0.45865076577440966,0.0032573878528456435,-0.00022130050031843987,0.0005108053663276442,-0.00023677466147342267,0.009044871183351183,0.0,0.0,-0.027450573520831804,-0.0132678124143669,0.0001617772150128439,0.0,-0.005945440328230823,0.0,0.0,0.030367204598721734,0.008048728494509692,0.0,0.0,0.0,0.0,0.0,0.0,-0.7723239046548989,0.0,0.002355216429662233,0.008784822230374306,-0.12722975164222305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6581290989242525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010240694589444932,-0.006759372862715087,-0.0007850431557158111,0.04460724740992256,0.0,0.0,-0.0024349538143066504,-0.0001954437989305566,-0.002253284127313776,0.14050349702746348,0.10384870869145435,0.1318478593928306,0.010690111889350077,0.0
2001-07-01,-0.0003947102557118764,0.0008147726890656991,-0.0029619803050441682,0.0007248183594538883,0.0,0.003558040840417169,-0.0011028659314578954,-0.0001516995099580384,0.058007086880808106,0.0,-0.0045875384261027975,-0.00012501215882885589,-0.0009040838570650035,-0.024823309490346446,-7.165739923633172e-05,-0.00145241974643708,-0.00040367090656230723,0.0009427705943060703,0.030572350743249353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21927105302895167,-0.0022647131256032004,0.0,0.0,0.0,0.0,-0.006722827324171808,-0.28201537743685895,0.06001262355913854,-0.42218246015774125,0.0,0.006995681332547254,0.3874673314785024,0.018130395083824122,0.0,-0.0004689048712660951,0.009134305294179128,-0.013235220149327221,0.0,0.0006915866437389791,0.0,0.0,-0.2503083659891157,0.0032573878528456435,-0.00022130050031843987,0.0005108053663276442,-0.0006454542141535769,0.009044871183351183,0.0,0.0,-0.007969931188867171,-0.0132678124143669,0.0001617772150128439,0.0,-0.0021130265644525212,0.0,0.0,-0.002876893067247323,0.008048728494509692,0.0,0.0,0.0,0.0,0.0,0.0,-0.6869608747800008,0.0,0.0007719925362193627,0.008784822230374306,-0.06151858791585828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44314377864804994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010240694589444932,-0.00781375403437213,-0.0007850431557158111,0.046047489042900625,0.0,0.0,-0.0024349538143066504,-0.0004299763576472246,-0.0003233784028159605,0.13270574483333059,0.06882063583376004,0.131163263698958,0.0015341834910198823,0.0
2001-08-01,-0.0003947102557118764,0.0008147726890656991,-0.002938964472743977,0.0007248183594538883,0.0,0.003558040840417169,-0.0011028659314578954,-0.0001516995099580384,0.058007086880808106,0.0,-0.0045875384261027975,0.00035832031947515957,-0.0009040838570650035,-0.024823309490346446,-7.165739923633172e-05,-0.0008051211479827838,-0.00040367090656230723,0.0009427705943060703,0.030572350743249353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21927105302895167,-0.0022647131256032004,0.0,0.0,0.0,0.0,-0.006722827324171808,-0.2818260731297638,0.06001262355913854,-0.4247671553244794,0.0,0.006995681332547254,0.38670931594933033,0.018130395083824122,0.0,-0.0004689048712660951,0.009134305294179128,-0.013235220149327221,0.0,0.0006915866437389791,0.0,0.0,-0.2503083659891157,0.0032573878528456435,-0.00022130050031843987,0.0005108053663276442,-0.0006454542141535769,0.009044871183351183,0.0,0.0,-0.007969931188867171,-0.0132678124143669,0.0001617772150128439,0.0,-0.0021130265644525212,0.0,0.0,-0.002876893067247323,0.008048728494509692,0.0,0.0,0.0,0.0,0.0,0.0,-0.6876866447265959,0.0,0.0007719925362193627,0.008784822230374306,-0.06095500776671989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44314377864804994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010240694589444932,-0.00781375403437213,-0.0007850431557158111,0.046047489042900625,0.0,0.0,-0.0024349538143066504,-0.0004299763576472246,0.0016977366147837925,0.13270574483333059,0.06893146879271422,0.13119326499961748,0.0015341834910198823,0.0
2001-09-01,-0.0004141587932933173,0.0013538775293890249,-0.002913292813680961,0.002942738166637653,0.0,0.0013996976343881426,0.006065762623018425,-0.0001516995099580384,0.09359602126616164,0.0,-0.0045875384261027975,0.0011003265801419096,0.0008949861238218423,-0.025779767559842244,0.000525487594399766,-0.0009538454443311224,-0.0004101234049036528,0.0009427705943060703,0.03834186963967792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20083892698733047,-0.0022647131256032004,0.0,0.0,0.0,0.0,-0.0054508849455359885,1.2293303158590236,0.05034988072698819,-0.41087155602319225,0.0,0.012591021217496102,0.50247813330262,0.018650698612535117,0.0,0.07146988649307635,0.015477086167523045,-0.0061476050080271774,0.0,0.0006915866437389791,0.0,0.0,-0.2515327831785445,0.0032573878528456435,0.0003872758755572698,0.0005178008497487085,-0.00023677466147342267,0.009044871183351183,0.0,0.0,-0.01628194475387865,-0.0132678124143669,0.0001617772150128439,0.0,-0.006142416512771731,0.0,0.0,-0.001329714244108637,0.003691601272511932,0.0,0.0,0.0,0.0,0.0,0.0,-0.6480070340903541,0.0,0.0007719925362193627,0.008784822230374306,-0.05480265505968869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45123277047978555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14887982207267658,0.3821154013366629,0.024859699931000664,0.046047489042900625,0.0,0.0,0.08590592643841057,0.017629030663536188,0.0016977366147837925,0.1321366621414126,0.08829995832980651,0.1090972956400998,0.0015341834910198823,0.0
2001-10-01,-0.0006522939134131319,0.0008719034645147897,0.11523199379784317,0.002942738166637653,0.0,-0.001052411119725457,0.002662972938567398,-0.0001516995099580384,0.09359602126616164,0.0,-0.004523442643583153,0.0008362179196927668,0.0008949861238218423,-0.04956450014319617,-7.165739923633172e-05,-0.0004991514350482636,-0.0009216621875081517,0.0009427705943060703,0.0483117592629081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.221651657803112,-0.0022647131256032004,0.0,0.0,0.0,0.0,-0.002304492064028631,1.100603916715652,0.04430872498474487,2.1327668088896345,0.0,0.012591021217496102,0.6501022258968862,0.018650698612535117,0.0,-0.0004689048712660951,0.014169682160628968,-0.0047206561956236615,0.0,0.0010604328537331014,0.0,0.0,-0.034914147592755324,0.0032573878528456435,-0.00022130050031843987,0.0005178008497487085,-0.00023677466147342267,0.009044871183351183,0.0,0.0,-0.023366101063141624,-0.0132678124143669,0.0001617772150128439,0.0,-0.005945440328230823,0.0,0.0,-0.001329714244108637,0.003691601272511932,0.0,0.0,0.0,0.0,0.0,0.0,0.42926824315556183,0.0,0.020405655130992253,0.008784822230374306,-0.07565435936972116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6258828911974037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14887982207267658,-0.006759372862715087,0.024859699931000664,0.046047489042900625,0.0,0.0,-0.0024349538143066504,-0.0001954437989305566,0.011829741668397321,0.21136353677794675,0.0966573455449494,0.12874963242268567,0.010690111889350077,0.0
2001-11-01,-0.0006522939134131319,0.0008719034645147897,0.11578287027151422,0.002942738166637653,0.0,-0.0008013276972300886,0.002662972938567398,-0.0001516995099580384,0.09359602126616164,0.0,-0.0036491191349872984,0.0008362179196927668,-0.0005978685968157965,-0.04859463650510709,-7.165739923633172e-05,-0.0005892079284374775,-0.0009216621875081517,0.0010864698743948983,0.05158275131719729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20228535932731379,-0.0022095405891110146,0.0,0.0,0.0,0.0,0.05000325320999228,1.097429218522101,0.04430872498474487,2.219091261492197,0.0,0.012591021217496102,0.583515562654905,0.018650698612535117,0.0,0.07146988649307635,0.020978720900317056,-0.004407072791117316,0.0,0.0010604328537331014,0.0,0.0,0.9434572737856683,0.003098204716165757,-0.00022130050031843987,0.0005178008497487085,0.011286258863566498,0.008660984759095328,0.0,0.0,-0.021143225698734336,-0.005723930177390913,0.0001617772150128439,0.0,-0.005945440328230823,0.0,0.0,0.014035872576702274,0.003691601272511932,0.0,0.0,0.0,0.0,0.0,0.0,0.408051319270074,0.0,0.02043409891879741,0.008784822230374306,-0.09000311010125787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6013752734859044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010240694589444932,-0.006759372862715087,-0.0007850431557158111,0.046377361632146036,0.0,0.0,-0.0024349538143066504,-0.0001954437989305566,-0.002253284127313776,0.21162833128192685,0.09595231341620881,0.12909705461386775,0.010690111889350077,0.0
